,0
0,-1120.1179990004748
1,70.11965000070632
2,73.03006199933589
3,66.25072799995542
4,67.97385999932885
5,59.29863799922168
6,63.82994299940765
7,52.44837266020477
8,62.547446670010686
9,64.81470699980855
10,66.07908800058067
11,66.49574299901724
12,65.70924199931324
13,61.82105100154877
14,62.8318319991231
15,63.53236999921501
16,64.63134000077844
17,64.03588000126183
18,62.432611998170614
19,63.84084500186145
20,63.194688998162746
21,66.9827690012753
22,67.33482499979436
23,60.95094300061464
24,62.13246599957347
25,54.87566399946809
26,59.452484998852015
27,55.635414000600576
28,50.531241999939084
29,131.92773400060833
30,129.492281999439
31,125.38199200108647
32,128.30380300059915
33,123.80468599870801
34,122.89887899905443
35,124.19826499931514
36,121.70438099838793
37,129.84543500095606
38,122.86955299973488
39,124.06734100170434
40,122.79475599899888
41,117.6761230006814
42,119.4987610001117
43,122.621825998649
44,124.90620200149715
45,121.79651099815965
46,120.79723200015724
47,124.50820800103247
48,121.55247299931943
49,119.60590899921954
50,123.23180100135505
51,119.40088699944317
52,122.74550000019372
53,123.82580300047994
54,123.66353399865329
55,126.7985289990902
56,126.44521399959922
57,133.2028170004487
58,129.9232819993049
59,125.23300999961793
60,124.27870300039649
61,177.83584891073406
