,0
0,10030569.269836357
1,10027470.922148537
2,10027703.30870854
3,10027935.672435539
4,10028168.535567537
5,10028377.126654122
6,10028619.696189795
7,10028775.984912923
8,10029011.169330273
9,10029150.414274273
10,10029387.57814457
11,10029412.609071337
12,10029660.12457987
13,10029910.42307987
14,10030161.372307872
15,10030369.052267581
16,10030442.822342755
17,10031719.921790846
18,10030806.535386205
19,10030981.358882258
20,10031232.334300613
21,10031478.947399614
22,10031727.147877615
23,10031972.949757615
24,10032230.439168617
25,10032491.474360619
26,10032748.257065618
27,10032892.068891618
28,10033098.92383473
29,10033235.82991404
30,10033478.820269039
31,10033728.07429804
32,10033980.008861037
33,10033193.622489039
34,10033434.07243263
35,10033684.97586263
36,10033936.715199629
37,10034184.77803263
38,10034931.750710083
39,10034619.96817956
40,10034862.810600044
41,10034363.013095828
42,10034226.243709376
43,10034466.733296376
44,10034685.605846958
45,10034933.2177909
46,10035178.713474901
47,10035426.139745332
48,10035681.63129926
49,10035939.189153258
50,10036197.82867126
51,10036454.853022257
52,10036706.478552258
53,10036952.952385787
54,10038317.107145477
55,10037308.325830478
56,10037517.984004326
57,10037759.369296327
58,10038001.066192327
59,10038786.215721883
60,10038594.98729786
61,10038570.686574548
62,10038820.613831546
