,0
0,9986036.077943362
1,9983705.815359363
2,9983812.112555362
3,9983918.689421363
4,9984026.056736363
5,9983832.262093686
6,9984277.827288408
7,9984385.286056498
8,9984492.708628498
9,9984600.2426125
10,9984708.1160485
11,9984815.3864545
12,9984922.261951499
13,9985027.128513498
14,9985132.7453405
15,9985238.8988495
16,9985345.801414499
17,9985451.920427501
18,9985558.394674502
19,9985665.126316503
20,9985772.952450503
21,9985881.664988501
22,9985990.0361375
23,9986098.8757325
24,9986208.2629735
25,9986317.7134265
26,9986427.0292035
27,9986536.127503501
28,9986645.2927755
29,9986755.514735501
30,9986866.8731485
31,9986978.1769335
32,9987089.638526501
33,9987200.978226501
34,9987312.2183125
35,9987423.773246503
36,9987536.974614503
37,9987651.398090502
38,9987766.103693504
39,9987881.427363504
40,9987996.765171504
41,9988113.291620504
42,9988230.655536503
43,9988348.273128504
44,9988465.971979503
45,9988583.498505503
46,9987994.240872392
47,9988905.335435286
48,9989022.130592626
49,9989138.623049624
50,9989255.612642625
51,9989373.144503625
52,9989490.117586626
53,9989606.962756626
54,9989723.868490625
55,9989840.441824624
56,9989956.495244626
57,9990071.344713623
58,9990185.953056622
59,9990301.650651623
60,9990417.075025622
61,9990531.978432622
62,9990646.543762622
