,0
0,10010456.684608847
1,10007801.653922334
2,10008086.36311244
3,10008222.603643179
4,10008406.126133757
5,10007911.983126014
6,10008695.91899533
7,10008804.349311808
8,10009080.813591437
9,10009073.531677922
10,10009059.781370264
11,10009421.307619454
12,10009515.830138596
13,10009790.721370958
14,10009912.835211255
15,10008870.17371008
16,10010166.082032643
17,10010273.914897768
18,10010527.020463597
19,10010574.392660385
20,10010724.57713507
21,10010866.120668164
22,10010623.693795007
23,10011149.775699237
24,10011264.142405529
25,10011498.123782184
26,10011549.189264704
27,10011029.640012693
28,10011763.77070981
29,10011729.243348643
30,10011850.473729923
31,10011783.821622705
32,10011818.216362687
33,10011863.960615687
34,10011909.625323689
35,10011943.310576687
36,10011975.202754686
37,10011995.691865686
38,10012020.672284687
39,10012019.741788687
40,10012002.931529686
41,10012022.166213688
42,10012031.729506686
43,10011470.368390251
44,10012075.757314894
45,10011856.100112954
46,10012092.248105345
47,10012000.854859704
48,10012026.156901833
49,10012004.604493314
50,10012020.968857078
51,10012040.300675076
52,10012057.560241077
53,10012086.053434076
54,10012103.553119076
55,10012077.223557077
56,10011997.508286217
57,10011993.639893442
58,10011941.897285132
59,10011688.69545067
60,10011163.000071945
61,10011892.685836287
62,10011943.833443565
