,0
0,9959270.592376554
1,9957784.920146529
2,9958270.351161573
3,9958823.27633608
4,9959409.502877913
5,9959965.338647993
6,9960582.00574844
7,9961206.35952945
8,9961809.489100428
9,9962396.309888288
10,9963006.823314093
11,9963500.75684485
12,9963981.159791673
13,9964477.702654572
14,9964977.289394803
15,9965474.675745137
16,9965982.35806358
17,9966444.645026457
18,9966897.02837836
19,9967360.944022452
20,9967767.549850378
21,9968205.042814549
22,9968671.003169011
23,9969158.556411553
24,9969620.029036663
25,9970049.525470516
26,9970501.666917695
27,9970953.64521659
28,9971402.52197403
29,9971847.66863755
30,9972300.264359683
31,9972769.418839311
32,9973230.250007765
33,9973701.038030205
34,9974166.085911894
35,9974613.827213781
36,9975076.12490678
37,9975537.680114456
38,9975989.661354447
39,9976461.441762317
40,9976918.72397348
41,9977382.864642814
42,9977859.965137234
43,9978329.742700147
44,9978794.94893729
45,9979251.150017148
46,9979717.099681122
47,9980190.758386316
48,9980670.258998012
49,9981147.172219291
50,9981540.054431928
51,9981915.271114916
52,9982300.307276892
53,9982686.674332947
54,9983076.139600057
55,9983466.198778912
56,9983867.31864566
57,9984274.091978122
58,9984677.284143453
59,9985090.934965653
60,9985504.121301264
61,9985916.227176266
62,9986309.360812515
