,0
0,112.9017900004983
1,109.91809539683163
2,112.89726288430393
3,112.8734290022403
4,113.64118800126016
5,113.85917999967933
6,114.53572100028396
7,113.96856399998069
8,-1.2107520010322332
9,114.55128199979663
10,113.8627979978919
11,-1.211005998775363
12,116.50156199932098
13,114.14840699918568
14,113.42030699923635
15,113.32379600033164
16,112.60429199971259
17,112.36537900008261
18,-1.2111029997467995
19,0.0
20,112.44397000037134
21,111.4722789991647
22,110.8487999998033
23,111.1721829995513
24,111.7076200004667
25,38.07736065238714
26,112.62591080740094
27,111.73975400067866
28,112.32960999943316
29,113.63461999967694
30,113.40855900011957
31,113.31218899972737
32,112.56503400020301
33,112.58553100191057
34,112.37703599967062
35,18.916322994977236
36,113.64100472815335
37,113.75302799977362
38,114.25970000214875
39,114.23073599860072
40,115.29428699985147
41,115.44492799974978
42,116.61648199893534
43,5.902716999873519
44,6.360910002142191
45,6.492398999631405
46,6.503027999773622
47,6.5547779984772205
48,-1.1105799991637468
49,5.063153991475701
50,5.390493832528591
51,5.2877879999578
52,6.555395999923348
53,6.668681999668479
54,6.83500000089407
55,6.504504999145865
56,6.269626999273896
57,5.843378001824021
58,-1.1118090003728867
59,6.81105399876833
60,5.731072001159191
61,-716.3050905223936
