,0
0,174.93116700090468
1,169.32863301225007
2,168.33730339072645
3,164.09253699705005
4,181.22502987459302
5,175.7953411322087
6,180.09424940496683
7,184.66740801930428
8,170.49505758844316
9,166.73611880652606
10,155.1036658976227
11,166.62217995896935
12,165.46153660304844
13,178.83514902368188
14,163.9144233930856
15,168.02296576462686
16,162.50735742412508
17,161.8697762656957
18,164.05918150953948
19,165.29784118570387
20,157.63647715374827
21,162.34299034439027
22,171.95409914292395
23,169.4591046180576
24,174.1074781641364
25,150.86289455927908
26,157.9969050437212
27,154.5634821355343
28,206.7202230617404
29,154.84460922703147
30,148.7097179349512
31,163.66966844163835
32,173.17648595571518
33,183.51464067585766
34,178.50319943763316
35,176.0352993849665
36,173.4501669332385
37,176.2291647735983
38,179.76219832710922
39,181.748121175915
40,187.98604837432504
41,188.65071123838425
42,190.02970199286938
43,186.1575855910778
44,184.8337628543377
45,184.5031074564904
46,191.31323325261474
47,182.44683930836618
48,191.72054185904562
49,184.2680970095098
50,180.25242283008993
51,159.656572682783
52,154.57776679843664
53,163.75134150125086
54,173.56648680195212
55,170.41259087622166
56,171.20228957943618
57,167.93345987983048
58,177.4113690983504
59,174.04194863140583
60,166.00135490112007
61,369.745153632015
