,0
0,-1126.754070399329
1,229.48410206474364
2,90.87067177519202
3,838.9578895810992
4,-765.8515888340771
5,243.01113622821867
6,239.00829100050032
7,-22.20193099975586
8,190.2151248306036
9,136.0504687409848
10,198.54493593610823
11,247.83202482759953
12,337.8820030800998
13,30.600234642624855
14,250.90972945839167
15,144.79338799975812
16,-437.9922022037208
17,109.25525390170515
18,141.1555228382349
19,106.68363289907575
20,246.05488573201
21,168.29800716787577
22,245.80188000015914
23,257.489411002025
24,211.10351396538317
25,257.32374851964414
26,255.52522999979556
27,247.82701900228858
28,246.84529399871826
29,-612.7649006079882
30,41.71828613989055
31,142.46947674266994
32,252.70662400126457
33,246.651741001755
34,250.90342999994755
35,251.73933699913323
36,248.06283300183713
37,155.65838433988392
38,248.18695400096476
39,-32.69670785218477
40,773.1445961110294
41,-854.921935390681
42,241.6587768048048
43,241.35002400167286
44,247.36734499968588
45,242.5233973544091
46,1317.8816784825176
47,107.83035636693239
48,-996.8803700003773
49,-804.7401186320931
50,231.64476699754596
51,251.89832261018455
52,724.9122484661639
53,-343.9339965451509
54,250.35573367588222
55,246.26066300086677
56,241.3852920010686
57,-404.24294371157885
58,151.81845600530505
59,246.73483199998736
60,243.61328800208867
61,249.65800900012255
