,0
0,9965518.589059971
1,9964841.337190317
2,9965171.413649263
3,9965517.131140055
4,9965852.40003675
5,9966197.96993252
6,9966550.964359421
7,9966938.453166211
8,9967329.59807471
9,9966667.606720295
10,9965996.09158211
11,9965335.473859202
12,9964718.962057538
13,9964110.34829883
14,9963494.325701715
15,9962844.958715152
16,9962217.39676936
17,9961598.28451286
18,9960956.622799218
19,9960324.190177752
20,9959697.166594954
21,9959063.011369064
22,9958406.728088649
23,9957727.353548396
24,9957066.663527843
25,9956380.610708455
26,9955671.172193011
27,9954987.772672229
28,9954303.209846664
29,9953628.732346782
30,9952934.832696684
31,9952273.617345972
32,9951607.136873135
33,9950924.88667085
34,9950243.353631726
35,9949554.388074394
36,9948872.539125333
37,9948202.981948107
38,9947530.366299303
39,9946916.78987362
40,9946281.160190785
41,9945669.143213186
42,9945042.459550004
43,9944412.78812102
44,9943766.235822193
45,9943105.204338165
46,9942474.938598623
47,9941870.78999053
48,9941256.428740356
49,9940634.884569606
50,9940012.857449055
51,9939396.683012282
52,9938775.274631098
53,9938158.006020581
54,9937537.617683133
55,9936918.054267095
56,9936299.492028395
57,9935676.275634706
58,9935083.048634825
59,9934518.369685093
60,9933960.235107709
61,9933369.1122152
62,9932758.550905963
