,0
0,0.0
1,0.0
2,0.0
3,0.0
4,-31.563793003559113
5,-1019.3651502486318
6,1206.8717515915632
7,-1.2069080006331205
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,-1084.0789960008115
22,1219.0840000007302
23,-1.2190840002149343
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,-359.3888601604849
30,404.11952972970903
31,-0.4041195288300514
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,-45.01968162320554
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,-83.91756200045347
53,221.6409999988973
54,-1.2343809995800257
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
