,0
0,-1056.6826269999146
1,143.09917099960148
2,145.93021499924362
3,1170.6931556705385
4,-1021.186956031248
5,149.01046277023852
6,54.13903556764126
7,142.85001887008548
8,139.7750900015235
9,185.2860115710646
10,90.66638354212046
11,-245.57322810776532
12,138.07259945943952
13,134.2537190001458
14,138.12110099941492
15,135.96916199848056
16,203.3975695129484
17,63.531363531947136
18,138.67842302843928
19,-33.0267778635025
20,629.3308152146637
21,662.8438858278096
22,-1085.3406563159078
23,134.25900899991393
24,133.03947599977255
25,123.87877242453396
26,132.29924568347633
27,134.42391299828887
28,138.65794800035655
29,136.8211039993912
30,1146.4027659986168
31,135.28174100071192
32,140.02603500150144
33,136.91628499887884
34,138.85338200256228
35,133.34387199953198
36,176.30616829916835
37,38.95890171080828
38,158.61388060078025
39,76.52168899402022
40,135.0300250891596
41,137.37460499815643
42,178.1845566406846
43,32.16659106686711
44,144.25373877212405
45,149.57291899994016
46,139.98943699896336
47,156.5365642644465
48,97.33526468090713
49,192.71105947718024
50,-13.692579541355371
51,139.1100250016898
52,132.30137600004673
53,138.9525220002979
54,140.86067700013518
55,136.79576799832284
56,144.1073070000857
57,136.18465199880302
58,139.28463900089264
59,139.32770599983633
60,134.94816800020635
61,139.7761390004307
