,0
0,9829221.697319588
1,9828143.27373559
2,9828142.08765059
3,9828249.85079659
4,9828357.21811159
5,9828452.094902612
6,9828559.188391918
7,9828557.99953292
8,9828557.99953292
9,9828557.99953292
10,9828667.063499918
11,9828774.333905919
12,9828881.209402917
13,9828986.075964916
14,9829091.692791918
15,9829090.503616918
16,9829198.596922917
17,9829197.405052919
18,9829305.07081092
19,9829411.80245292
20,9829410.61007892
21,9829426.317681985
22,9829535.71292185
23,9829644.55251685
24,9829643.35663585
25,9828647.251988849
26,9828756.567765849
27,9828865.66606585
28,9828974.831337849
29,9828888.69089185
30,9828887.637648238
31,9828887.637648238
32,9829000.299178239
33,9829111.63887824
34,9829110.43816924
35,9829110.43816924
36,9829224.84071324
37,9829271.84397094
38,9829387.251780478
39,9829502.575450478
40,9829617.913258478
41,9829616.707278477
42,9828550.605241477
43,9828660.773485422
44,9828778.560422475
45,9828896.086948475
46,9828894.877824474
47,9827944.321903473
48,9828061.910473473
49,9828060.700678473
50,9828060.700678473
51,9828179.442695472
52,9828178.231879473
53,9828296.287425473
54,9828413.193159472
55,9828529.766493471
56,9828528.555824472
57,9828594.085002607
58,9827972.126677725
59,9828089.033423726
60,9828087.823170725
61,9828203.936677724
62,9828318.502007725
