,0
0,10018031.564220827
1,10016535.65711255
2,10016990.150161773
3,10017351.905528037
4,10017567.806852212
5,10017655.665556205
6,10017804.265580796
7,10017298.118441466
8,10017292.660592321
9,10017570.257404936
10,10017852.232991027
11,10017978.00738689
12,10018240.968164267
13,10017884.38308592
14,10017400.668040862
15,10017476.349451227
16,10017718.235669225
17,10017955.023535226
18,10017862.063656226
19,10017981.801389229
20,10018129.529338226
21,10018309.441954227
22,10018380.00064958
23,10018486.01331526
24,10018575.55984736
25,10018659.843668746
26,10018677.27804049
27,10018674.846414166
28,10018347.69190965
29,10018065.205067359
30,10018153.863234526
31,10017327.920313036
32,10017569.963510761
33,10017605.15590101
34,10017714.416312551
35,10017689.170633046
36,10016891.692714915
37,10015809.31716704
38,10015899.920040041
39,10015975.739420041
40,10016048.06290204
41,10016147.942353979
42,10015356.668088805
43,10015446.097042805
44,10015516.010680804
45,10015553.782234807
46,10015613.756531807
47,10015655.026892805
48,10015678.000145804
49,10015758.477794804
50,10015793.737341804
51,10015817.99359088
52,10015915.995455058
53,10015935.867174836
54,10016169.854299115
55,10016017.73300284
56,10016274.819061993
57,10016041.527007429
58,10016217.23382043
59,10016400.01739043
60,10016531.403414337
61,10015823.445564264
62,10015961.915020088
