,0
0,9931931.458357608
1,9930778.562613608
2,9930775.665644608
3,9930737.147782609
4,9930668.441060608
5,9930635.329408608
6,9930566.279435607
7,9930591.253473606
8,9930548.396696607
9,9930522.545154609
10,9930487.80188061
11,9930443.765795607
12,9930446.266699608
13,9930477.499956608
14,9930470.503551606
15,9930454.357890606
16,9930441.450863605
17,9930442.590457607
18,9930437.769153606
19,9930403.591726607
20,9930377.495667607
21,9930359.054346606
22,9930331.541813606
23,9930308.549321605
24,9930312.528041603
25,9930331.459794605
26,9930346.092079606
27,9930335.389325606
28,9930308.694084605
29,9930290.370818604
30,9930273.047302602
31,9930263.124806603
32,9930242.546141602
33,9930223.145792602
34,9930203.559395602
35,9930183.993353603
36,9930163.311778601
37,9930154.202100601
38,9930161.342439601
39,9930152.045478601
40,9930146.4727176
41,9930151.691034598
42,9930143.6510456
43,9930142.0591676
44,9930141.5721766
45,9930135.397555599
46,9930123.934625598
47,9930117.298143597
48,9930104.243999597
49,9930098.054857599
50,9930078.1813016
51,9930056.067151599
52,9930046.089801598
53,9930039.5512846
54,9930021.047118599
55,9929996.969846599
56,9929979.579586599
57,9929965.864165599
58,9929946.030709598
59,9929918.499111596
60,9929899.850048596
61,9929884.011530595
62,9929864.921910595
