,0
0,10000000.0
1,10000068.684142621
2,10000082.391221823
3,9999931.494997276
4,9999022.919957649
5,9998932.868917227
6,9998793.68833588
7,9998972.934979333
8,9999226.598480828
9,9999336.842618454
10,9999423.35322411
11,9999458.794084208
12,9999240.137706343
13,9999158.635268489
14,9999546.476189056
15,9999602.73811698
16,9999658.295513483
17,9999717.018439654
18,9999777.902887452
19,9999837.313589478
20,9999894.166898422
21,9999947.468977315
22,10000002.911980137
23,10000053.856560145
24,10000107.43812156
25,10000159.27289495
26,10000211.565320479
27,10000262.760110363
28,10000313.812227845
29,10000360.846981522
30,10000407.289715856
31,10000467.062199352
32,10000528.049171535
33,10000584.012863547
34,10000636.417781854
35,10000688.972585192
36,10000737.546771063
37,10000786.253815131
38,10000833.376775851
39,10000875.160699097
40,10000915.840072714
41,10000957.986197865
42,10001001.856722625
43,10001049.364265483
44,10001093.92799265
45,10001138.512151064
46,10001192.696956186
47,10001244.971832916
48,10001297.310073687
49,10001347.654346315
50,10001397.015131876
51,10001448.601730723
52,10001499.54676728
53,10001541.43294631
54,10001583.193889273
55,10001627.447587863
56,10001672.798486197
57,10001717.870032417
58,10001766.032073084
59,10001815.880005078
60,10001864.490954258
61,10001910.939019999
62,10001957.601974243
