,0
0,-1035.967014266178
1,162.6771591026336
2,192.15908119268715
3,173.2925327681005
4,166.13447462394834
5,167.1172569990158
6,167.74978015199304
7,155.0902224443853
8,171.29234705492854
9,156.6064400561154
10,142.01769955269992
11,156.40273298323154
12,177.24045988358557
13,166.48140346631408
14,161.36377787590027
15,157.20445921085775
16,126.14821900054812
17,-10.175496492534876
18,165.73870236054063
19,223.97633955441415
20,171.5959391053766
21,172.844543999061
22,166.17242299951613
23,171.08158700168133
24,154.7994389999658
25,115.77795499935746
26,121.55946862697601
27,162.33184866048396
28,163.72092200256884
29,157.23666899837554
30,157.20924299955368
31,160.92139500007033
32,154.06938399933279
33,154.48330200091004
34,162.17539600096643
35,153.9986778832972
36,164.9952297564596
37,170.0472169984132
38,163.44626399874687
39,164.07231600023806
40,142.78517694585025
41,124.81767082773149
42,230.68776136822999
43,165.44409132748842
44,190.9881372973323
45,54.68540547974408
46,184.3768376559019
47,147.40116696059704
48,113.43776192888618
49,1170.1672593578696
50,-1024.0294578205794
51,131.6439523678273
52,139.548112411052
53,-140.73160071112216
54,172.44542635418475
55,90.68993039987981
56,128.57088067010045
57,-123.45621824264526
58,154.76025418005884
59,139.33388024754822
60,-882.7397449985147
61,150.38704399764538
