,0
0,10000000.0
1,10000153.051857
2,10000073.635795176
3,10000403.313964576
4,10000343.611889506
5,10000492.853055507
6,10000643.126578508
7,10000793.470733507
8,10000832.659539508
9,10000871.759973507
10,10000911.215079509
11,10000182.031680066
12,10000183.835784594
13,10000183.80008398
14,10000183.80008398
15,10000183.80008398
16,10000183.80008398
17,10000047.584780715
18,10000213.17998657
19,9999272.298615362
20,10000447.853522569
21,10000446.164392106
22,10000480.703299332
23,10000479.985718912
24,10000479.985718912
25,10000416.962702919
26,10000495.653284691
27,10000495.57459411
28,10000547.837233111
29,10000546.664490111
30,10000546.664490111
31,9999634.76249911
32,10000782.834499111
33,10000785.386217851
34,10000785.310094077
35,10000785.310094077
36,9999880.879564067
37,10000421.188219363
38,10001163.069116602
39,10001162.326097485
40,10001162.326097485
41,10001162.326097485
42,10001162.326097485
43,10001162.326097485
44,10001162.326097485
45,10000282.90182401
46,10000282.90182401
47,10000282.90182401
48,10000282.90182401
49,10000282.90182401
50,10000282.90182401
51,10000282.90182401
52,10000009.482046515
53,10000348.25436746
54,9999870.425898187
55,10000467.120930707
56,10000466.524158292
57,10000466.524158292
58,10000466.524158292
59,10000466.524158292
60,10000466.524158292
61,10000002.397420615
62,10000582.574141866
