,0
0,10038820.613831546
1,10036490.351247547
2,10036596.648443546
3,10036703.225309547
4,10036810.592624547
5,10036917.908503547
6,10037024.865788547
7,10037132.663164549
8,10037240.085736549
9,10037347.61972055
10,10037455.49315655
11,10037562.76356255
12,10037669.63905955
13,10037774.505621549
14,10037880.12244855
15,10037986.27595755
16,10038093.17852255
17,10038199.297535552
18,10038305.771782553
19,10038412.503424553
20,10038520.329558553
21,10038629.042096552
22,10038737.413245551
23,10038846.25284055
24,10038955.64008155
25,10039065.090534551
26,10038913.899975503
27,10039022.998275504
28,10039132.163547503
29,10039242.385507504
30,10039353.743920503
31,10039465.047705503
32,10039576.509298503
33,10039687.848998504
34,10039799.089084502
35,10039910.644018505
36,10040023.845386505
37,10040138.268862505
38,10040252.974465506
39,10040368.298135506
40,10040483.635943506
41,10040600.162392506
42,10040717.526308505
43,10040835.143900506
44,10040952.842751505
45,10041070.369277505
46,10041188.206732504
47,10041305.888633503
48,10041423.477203503
49,10041539.969660502
50,10041656.959253503
51,10041774.491114503
52,10041891.464197503
53,10042008.309367504
54,10042125.215101503
55,10042241.788435502
56,10042357.841855504
57,10041841.834303832
58,10041956.442646831
59,10042072.140241832
60,10042187.56461583
61,10042302.46802283
62,10042417.033352831
