,0
0,9976144.801853938
1,9975108.972811151
2,9975271.47201983
3,9975436.337981831
4,9975598.63251183
5,9976428.869833635
6,9975823.862386897
7,9976853.198892767
8,9976008.309213452
9,9976287.812848357
10,9976317.395105012
11,9976215.949104594
12,9976372.473658593
13,9976547.780878596
14,9977482.430457046
15,9976748.750652263
16,9976907.013843507
17,9977077.590144508
18,9977323.415313506
19,9978274.439999837
20,9977782.037931496
21,9977553.23819633
22,9977709.728141323
23,9977875.552824205
24,9978036.710658804
25,9978191.309225762
26,9978354.989285761
27,9978519.053490762
28,9978633.89065776
29,9977821.612579763
30,9977939.03071918
31,9978133.66129438
32,9978294.005544147
33,9978448.074928146
34,9978602.558230147
35,9978716.420580149
36,9978682.365058107
37,9978595.059604283
38,9978735.055583231
39,9978882.463108737
40,9979325.67335029
41,9979167.690874834
42,9979334.599997196
43,9979492.490170583
44,9979616.696153238
45,9979780.42508291
46,9979943.326215252
47,9980109.653762253
48,9980228.915915253
49,9980143.391185468
50,9980292.874726467
51,9980387.59911847
52,9980338.714508492
53,9980477.693474472
54,9980620.406290472
55,9980766.380531471
56,9980984.518959519
57,9981125.833224386
58,9981612.768275041
59,9980394.904796844
60,9980541.689688643
61,9980650.912929328
62,9980835.599062765
