,0
0,10000284.60634121
1,9998162.706232835
2,9998196.287364226
3,9998337.289605005
4,9998473.934144007
5,9998605.541172005
6,9998814.816439006
7,9998738.941998007
8,9998869.693156006
9,9998987.486944005
10,9999117.954414004
11,9999240.213476006
12,9999342.841833007
13,9999464.961851006
14,9999586.858935006
15,9999728.443642005
16,9999846.323412005
17,9999959.109290004
18,10000079.229812004
19,10000265.341151005
20,10000198.043659005
21,10000331.701288005
22,10000461.371177007
23,10000600.557773614
24,10000585.056024307
25,10000690.150807558
26,10000792.524532558
27,10000904.166034559
28,10001002.660094557
29,10001114.880263085
30,10001117.608612826
31,10001219.206342312
32,10001386.0393016
33,10001084.799788458
34,10001207.237096002
35,10001340.184454791
36,10001452.779251741
37,10001394.29469046
38,10001394.785216402
39,10001403.725651402
40,10001400.897967402
41,10001397.3971104
42,10001404.5446204
43,10001404.6341934
44,10001414.9534084
45,10001404.812231401
46,10001396.746766401
47,10001404.637692401
48,10001411.9872284
49,10001408.824635401
50,10001424.057687402
51,10001431.043818401
52,10001438.317050403
53,10001446.106634403
54,10001446.441538401
55,10001512.685907401
56,10001440.485151403
57,10001441.748898402
58,10001446.095866403
59,10001438.101820402
60,10001435.380690401
61,10001436.657985402
62,10001454.730324402
