,0
0,-1124.3184410016984
1,1191.910642001778
2,-1.1930240001529455
3,0.0
4,-828.5570884682238
5,870.4661117643118
6,6.722730742767453
7,7.176722001284361
8,6.8845329992473125
9,-1.1153250001370907
10,7.50853499956429
11,5.7233319990336895
12,5.227691417559981
13,5.9361130855977535
14,-1.1151700001209974
15,8.142644001170993
16,6.66291599906981
17,6.972043000161648
18,6.515195999294519
19,6.428099000826478
20,6.632828999310732
21,7.2432780005037785
22,7.881431998685002
23,-1.118715999647975
24,9.43689800053835
25,-1.1196480002254248
26,9.966664001345634
27,8.87113499827683
28,8.360641999170184
29,8.960714185610414
30,7.891454130411148
31,6.736421000212431
32,-1.1191220004111528
33,8.24137599952519
34,-1.1199759989976883
35,8.01014200039208
36,6.801045000553131
37,7.55489900149405
38,7.6476269997656345
39,7.104005999863148
40,7.045297000557184
41,7.280087001621723
42,6.537341998890042
43,6.113594999536872
44,-1.1207250002771616
45,0.0
46,0.0
47,0.0
48,0.0
49,-974.8028289992362
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
