,0
0,10057353.636624418
1,10055098.702624418
2,10055098.702624418
3,10055098.702624418
4,10055098.702624418
5,10055076.81260066
6,10055136.16112282
7,10055070.154738704
8,10055203.711218733
9,10055147.497825466
10,10055145.9217757
11,10055064.313884702
12,10055285.7498847
13,10055051.1548847
14,10055050.1396517
15,10055050.1396517
16,10054971.470824879
17,10055179.567325981
18,10055178.385420887
19,10055120.643848177
20,10055268.734329244
21,10055267.815227713
22,10055267.815227713
23,10055267.815227713
24,10055267.815227713
25,10055267.815227713
26,10055267.815227713
27,10055267.815227713
28,10055267.815227713
29,10055267.815227713
30,10055267.815227713
31,10055267.815227713
32,10055267.815227713
33,10055248.801385302
34,10055296.916672515
35,10055296.62339669
36,10055296.62339669
37,10055296.62339669
38,10055296.62339669
39,10055296.62339669
40,10055293.416127037
41,10055301.371802064
42,10055301.325345257
43,10055261.817011358
44,10055366.518477501
45,10055365.911452342
46,10055365.911452342
47,10055365.911452342
48,10055365.911452342
49,10055365.911452342
50,10055365.911452342
51,10055365.911452342
52,10055365.911452342
53,10055365.911452342
54,10055365.911452342
55,10055280.501850342
56,10055502.432850342
57,10055501.169601342
58,10055501.169601342
59,10055501.169601342
60,10055501.169601342
61,10055501.169601342
62,10055501.169601342
