,0
0,-1062.5303119998425
1,-2007.7154631298035
2,-2052.3541269991547
3,-2093.529094999656
4,880.2494717035443
5,-1670.8541765846312
6,-825.8371393512934
7,-2282.171161385253
8,-65.75169599987566
9,-67.82380100153387
10,-1275.4584003016353
11,-67.93877796456218
12,-1385.2133572082967
13,-2052.428220000118
14,-0.994293998926878
15,-1062.373799001798
16,-67.98582299984992
17,-68.62262299843132
18,-2038.2802079543471
19,-68.6306147556752
20,-69.51964500173926
21,950.014409000054
22,-2073.056732999161
23,-2069.8673400003463
24,-2067.971653001383
25,-1049.8100759983063
26,-836.3410554435104
27,-68.68971099890769
28,-486.7138780076057
29,-72.38767699897289
30,-2021.384187001735
31,-1085.159789999947
32,-931.2648821752518
33,124.14234600029886
34,-2044.995360000059
35,-1009.5132219996303
36,1187.4697510004044
37,-1013.1506160013378
38,23.92009299993515
39,-1013.2479610014707
40,-1012.23399999924
41,-2.6424790006130934
42,-3.842638000845909
43,-3.6299689989537
44,-3.3422779999673367
45,-1036.3631549738348
46,-4.2732929196208715
47,-4.563060577958822
48,-1004.8683824799955
49,-1013.9910000003874
50,0.7730480004101992
51,-1.966719999909401
52,-1015.0347859989852
53,-1018.0796436052769
54,-844.9948657695204
55,-2040.6326420418918
56,1205.2087369989604
57,862.8879873864353
58,-2.8557871747761965
59,-1.0198839996010065
60,0.15252799913287163
61,-1021.110543999821
