,0
0,9925730.10071457
1,9924635.048975008
2,9924727.452657485
3,9924820.841520326
4,9924912.279762203
5,9924999.877730604
6,9925092.754736425
7,9925185.12722483
8,9925279.013236284
9,9925366.603735067
10,9925456.212237287
11,9925544.5143866
12,9925626.115914607
13,9925713.979429742
14,9925806.091248492
15,9925900.990662945
16,9925994.09573323
17,9926078.408187984
18,9926163.773819992
19,9926249.714205997
20,9926408.544161443
21,9926573.158003448
22,9926744.028156897
23,9926913.86385782
24,9927081.849004326
25,9927253.499534342
26,9927428.198723052
27,9927602.130083617
28,9927772.881610522
29,9927943.912363036
30,9928115.464173801
31,9928278.433352992
32,9928443.769019995
33,9928617.898770027
34,9928789.037337698
35,9928958.910497561
36,9929121.721255125
37,9929288.286395013
38,9929463.65025102
39,9929641.331073083
40,9929811.649734544
41,9929989.3105083
42,9930166.87028759
43,9930336.949010152
44,9930509.02141624
45,9930652.423961185
46,9930798.56816958
47,9930945.688897133
48,9931093.873408237
49,9931243.252884472
50,9931393.898225602
51,9931537.927081112
52,9931688.962442584
53,9931837.087753987
54,9931979.183418069
55,9932120.016013669
56,9932261.91705166
57,9932403.864536947
58,9932547.044765715
59,9932693.541577697
60,9932837.08068634
61,9932980.073148489
62,9933126.291470665
